CountryName,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Iran, Islamic Rep.",IRN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,33.03200912,34.15468979,34.715271,35.01448059,35.46757126,35.67686844,36.00814056,,,,,,,,39.7430687,,,39.41075897,,40.32698822,41.3751297,41.7746315,42.64707947,43.4153595,44.45586014,,46.31798172,,46.96921921,47.25102,47.33926,47.52036,47.44187,47.99222,48.06215,48.23681,49.12674,48.23144,47.92787,47.79023,47.6717,47.55135,47.5784,47.52331,47.55864,47.94755,48.02918,,
Iraq,IRQ,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,28.92933083,29.02573013,29.00988007,29.29808044,28.70334053,29.03104019,30.25451088,30.22562981,30.22948074,30.64804077,32.29777145,33.0306015,34.59658051,34.77005005,35.4679184,35.25767136,36.33866119,37.30430984,37.80868149,,,,37.88737869,,,37.7132988,,,37.59035873,37.02111,36.63955,,40.46227,38.91248,,,41.44639,,,,,,,,,,,,
Iceland,ISL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,43.96820068,,,,44.5700798,44.73754883,45.87641144,,,48.6506691,46.71770859,,47.08378983,46.8567009,,47.03364182,,47.70124817,47.56874084,,47.96199036,48.20743942,48.58597946,48.5495491,48.34231186,48.30778122,,49.48382187,50.38793182,50.67999,50.39769,50.29863,50.44959,49.54434,49.30228,49.46313,50.17425,49.67926,49.60798,49.24908,48.9877,48.60077,49.74633,49.7069,49.14716,49.11223,48.94628,,
Israel,ISR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,50.00217056,50.64807129,50.89981842,50.97483063,50.76964951,50.47814178,50.68413162,50.97790146,,,50.53300095,50.62007141,50.44665909,50.49916077,50.46994019,50.42412186,50.51948166,50.33182907,50.11660004,49.86526108,50.00048828,49.69961929,,,,,48.51454926,48.72421,48.57556,48.4918,48.3458,48.8456,48.78359,48.79161,48.91684,49.18394,49.24533,49.26208,49.13573,49.14623,49.13409,49.02146,48.88041,49.04498,49.05267,,
Italy,ITA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,44.49097061,44.76329041,45.10988998,45.51334,45.91350937,46.1777916,46.49866867,46.9769516,47.37271118,47.75566101,48.04412842,48.3476181,48.47195053,48.53958893,48.59852982,48.62834167,48.65333176,48.65388107,48.6797905,49.0095787,48.81636047,48.84672165,48.82855988,48.80329895,48.75510025,48.80960083,48.78002167,48.6637001,48.61199951,47.77236,48.13617,47.82105,48.0197,48.48804,48.43606,48.38953,48.34228,48.33281,48.36779,48.28044,48.15354,48.16523,48.18697,48.12078,48.09331,48.20486,48.00923,,
Jamaica,JAM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,52.49253845,52.30963898,53.81501007,53.5422287,52.42823029,,52.54067993,53.01549911,53.1227684,,51.9738884,51.59280014,51.52499008,52.36861038,51.15169144,51.37031174,52.1896286,,51.60470963,,51.32065964,,,,,,50.25542831,50.55997,50.53469,50.40295,50.09208,49.87354,50.0613,,50.35266,50.40555,49.57911,50.839,50.84836,,50.65761,50.73687,50.56599,50.06342,50.20531,49.71555,
Jordan,JOR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,34.09416962,36.22642136,37.15095139,38.43386841,39.81692123,40.71966934,41.50619125,42.10411072,43.2281189,44.33544922,44.68330002,45.81354141,46.10103989,46.48620987,46.77526093,47.61236954,47.64546967,48.15301895,47.90859985,47.79626083,48.02774048,49.41114044,49.8558197,49.79756165,,49.37464142,,,49.4307518,49.47535,,49.37975,49.34988,49.15507,49.24131,49.4566,49.53059,49.62761,,50.02888,50.08952,49.96562,49.9171,50.28967,,,50.30693,50.35248,
Japan,JPN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,49.09754944,49.32759857,49.32730103,49.32096863,49.32543182,49.33388901,49.28670883,49.28487015,49.28524017,49.30709839,49.37042999,49.38212967,49.39754868,49.38246918,49.23791122,49.25587845,49.25989914,49.2894783,49.32352829,49.36320114,49.14569855,49.15345001,49.2818718,49.1362114,49.11862946,,,49.13536072,49.1174202,49.08803,49.04638,48.99636,48.92523,48.87202,48.83044,48.822,48.83129,48.82597,48.86527,48.846,48.86509,48.88064,48.88477,48.85964,48.82512,48.82915,48.80558,,
Kazakhstan,KAZ,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.11869812,,,,52.06917191,50.50947952,49.20510101,50.25257,,,,,,49.2506,,,,49.25689,49.23471,49.19412,49.33369,49.39323,49.57684,49.36763,48.95656,48.93286,
Kenya,KEN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,31.43580055,32.38177109,33.87318039,34.86869812,35.80458832,37.19556046,,,,,41.46039963,41.99774933,41.75049973,41.91611862,42.95298004,42.92948914,44.0139389,44.21725845,44.43600082,,,,,,,,,,,48.67160034,48.53552,48.22055,48.66825,50.3953,48.07381,48.62136,48.08927,46.45315,47.60423,47.26429,,,,,,,,,,
Kyrgyz Republic,KGZ,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,48.85968018,,,,,48.79050827,,,48.46821976,49.55820084,50.27640915,50.27708817,,,,,,,50.10231018,50.23997,49.5009,49.55416,49.66636,49.60921,49.4991,49.52567,49.46995,,50.53218,49.15006,49.23978,49.0472,49.24567,49.20463,49.36953,49.00685,48.98972,49.0348,
Cambodia,KHM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,30.88771057,,,,,,,,,,,,,,,,,,,,,,,,,,,34.84230042,34.38451004,34.89699,35.64363,36.97273,38.38239,40.27126,,43.26069,44.15817,44.93152,,,,,,,,,,,
Kiribati,KIR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,38.47087097,37.83481979,37.58098984,38.60369873,40.85308075,37.27273178,,40.69231033,45.8687706,47.23569107,45.57376862,48.36841965,49.20885849,49.18463898,47.63742065,50.04553986,49.43624878,49.09746933,49.32717896,45.50465012,48.71794891,51.72414017,51.59368134,,,54.44358063,53.8355217,,51.60707092,54.35535049,55.00935,53.15689,52.49661,52.91066,52.83654,51.8226,52.81086,52.65713,51.20435,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,48.3990097,48.32022858,48.74911118,50.61400986,51.75561905,51.59371948,,,50.61418915,50.93138885,,,,,,,50.46141,50.8549,50.91981,52.61103,51.96003,50.69815,,49.57983,50.81893,51.31148,49.24576,50.38399,50.66703,53.54758,50.06865,50.74108,51.4012,,,
"Korea, Rep.",KOR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,37.94437027,38.82777023,39.35747147,39.85837173,40.31652832,40.76573944,41.29228973,41.97991943,42.85306931,44.4575119,45.47415924,45.70357132,45.9039917,46.5255394,46.96934128,47.30646133,47.96971893,47.23154068,47.35488892,47.49042892,47.73273087,47.89117813,48.1396904,48.00138855,48.5286293,48.53747177,48.33275986,48.15451813,47.92296982,47.84866,47.72176,47.47885,47.35486,47.23561,47.15203,46.92403,46.8656,46.9005,46.98703,47.12136,47.21266,47.40355,47.57525,47.70265,47.74147,47.72339,47.78214,,
Kuwait,KWT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,42.67396164,43.37303925,44.03955841,44.69998169,45.08388901,45.39590836,45.33509827,45.41955185,45.58464813,45.7430687,45.75878906,45.79534149,46.00270844,46.37593079,46.80030823,47.07384872,47.25902176,47.55298996,47.79039001,48.27537918,,49.42179871,49.18136978,49.22129822,49.2170105,49.09197998,49.16822052,49.3320694,49.1297493,49.52104,49.97231,,49.6822,49.94796,50.64681,49.7517,48.90852,49.55038,49.30165,49.16639,48.40399,50.34245,49.86018,49.84898,49.70154,,,,
Latin America & Caribbean (excluding high income),LAC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,47.89036179,48.55475998,49.00553131,49.01679993,49.4187088,50.62287903,50.63357925,49.98406982,50.16630936,50.64619064,50.5692215,50.80649185,50.77505112,50.87921906,50.81270981,50.32537842,50.92982864,50.93772125,50.99147034,51.05973816,51.20761871,51.36988068,51.26018143,51.27558899,51.27433014,51.26998138,51.04225159,51.05767059,51.04589081,51.03543854,51.00988007,51.02611923,51.03778839,51.22676849,51.13983154,51.19728088,51.30059052,51.33475113,51.33813095,51.26190186,51.12304,51.01918,50.8698,50.6255,50.49931,50.41137,50.28362,50.15203,50.1499,
Lao PDR,LAO,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,26.53853989,28.64093971,32.44631958,,,,32.7313118,34.3638916,35.79811096,38.22169876,38.60562897,,,,,40.9134903,,40.84434891,,39.90412903,,38.95243835,38.0320282,38.63328934,39.15077972,39.31322098,39.41299057,40.14374924,40.29642105,40.54296,40.98527,41.41191,41.85453,42.22547,42.46882,43.04521,43.35728,43.86541,44.2774,44.67941,45.20671,45.80611,46.30231,46.9577,47.27747,47.34442,47.4067,47.56735,
Lebanon,LBN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,39.66439819,,42.69966125,,,,,,,,,49.84312057,,,48.35728073,,,,,,,51.05149078,,50.91080093,52.01285172,51.57580948,51.63978958,51.64060974,51.6762085,51.51348,51.79947,51.59146,51.36322,51.49899,51.60946,51.61928,52.03664,51.82078,51.7739,52.03353,51.82797,51.69689,51.51559,51.43982,51.02124,51.23687,50.83173,51.19602,
Liberia,LBR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,23.01592064,22.69304085,22.75460052,,,24.88360977,24.11927032,,28.39859962,27.61483002,28.08889961,,,,,,,,,,,,,,,,,,,38.94958115,41.65701,,,,,,,,,,,44.34383,,,43.00246,42.85374,,,,
Libya,LBY,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,18.19916916,20.42065048,23.74840927,27.56613922,30.55398941,33.54281998,36.03215027,38.45600891,39.93527985,40.71854019,40.16009903,,41.40761948,,,45.40399933,,,,,,,,,,,,,,,,50.51447,50.49123,,53.25685,52.90003,,,,,,,,,,,,,
St. Lucia,LCA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,53.54571152,53.72819138,,,,56.27207947,,,,54.87179184,55.87649155,54.86299133,56.48414993,61.41339111,61.26152039,60.87266922,,,60.12561035,59.10084915,60.65399933,62.53379822,,,,56.19842148,,56.4784317,57.23863,56.47668,56.93322,55.73266,49.72822,54.31345,53.87772,52.45609,50.86175,50.46199,49.42249,49.13506,49.54826,49.95375,49.82309,49.73137,50.13392,49.97135,49.77103,
Latin America & Caribbean,LCN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,48.29491043,48.84873962,49.22396088,49.24721146,49.61727905,50.69681931,50.71598816,50.08943176,50.24652863,50.68716049,50.61220932,50.84207153,50.79000854,50.88554001,50.81813049,50.36912155,50.92895126,50.93365097,50.98273087,51.0469017,51.18983078,51.3133316,51.21788025,51.25580978,51.25307846,51.24869156,51.03503036,51.0596199,51.04312134,51.01435852,50.97542953,50.98963165,50.99768829,51.17596817,51.09410095,51.14648056,51.25270844,51.26789856,51.29037857,51.22126007,51.09589,50.99436,50.85658,50.60179,50.47885,50.38875,50.26348,50.13873,50.13663,
Least developed countries: UN classification,LDC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,30.95476913,30.82967949,30.89397049,31.00111961,31.23084068,31.22892952,31.48856926,30.27028084,30.03492928,30.02755928,31.13715935,30.64546967,31.9885006,32.97423935,34.09698105,34.06412125,35.16181946,35.29534149,35.85503006,36.38079071,36.47372818,37.17768097,37.91949081,38.46564865,38.83150101,40.31872177,41.01231003,41.73846054,42.48841095,43.07265854,43.70084,43.86380005,44.22877121,44.19440079,43.25357056,43.82181168,43.79951859,44.02933884,44.58869171,44.60163116,45.31352,45.87464,46.10697,46.17752,46.41229,46.88693,46.97849,47.40514,47.44486,
Low income,LIC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,37.35512161,37.62155151,37.68051147,37.42227173,37.37316132,36.84318161,36.81092834,36.62818909,36.43321991,36.42279053,36.80913162,37.56138992,38.28569031,38.47158813,38.63040161,38.68164825,38.84878159,38.90903854,39.07849884,39.17589951,39.26208878,39.24892044,39.35174179,39.28538895,38.67287827,39.83349991,39.8367691,39.75358963,39.68021011,39.7011795,39.8263588,39.79616165,40.04312134,40.63780975,40.50123978,41.00632095,41.12976074,41.61843109,42.08465958,42.44702911,43.12461,43.7234,44.17246,44.4577,44.59565,44.88739,45.05869,45.19367,45.30684,
Liechtenstein,LIE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.97696,45.21845,45.63972,45.54859,45.91354,46.09399,46.27626,45.60171,45.93693,46.47543,,44.70032,44.10272,44.10147,,,
Sri Lanka,LKA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,50.95557022,,,,,51.77120972,51.98447037,51.82167053,51.84759903,51.80073166,51.95833969,51.35977173,51.24245071,51.13557816,51.1277504,51.37746048,51.24956894,51.16978836,51.42448044,51.05200958,,,,,,,,,,,,,,,49.87002,50.1265,50.84318,50.87318,,,50.76423,51.21948,,
Lower middle income,LMC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,35.48712158,35.5682106,35.68257904,35.95087814,36.24617004,36.5771904,36.81240082,36.76245117,36.96268845,37.0784111,37.11460114,37.18629074,37.04732132,37.98965836,37.09489822,37.68790054,38.37503815,38.72383118,39.04074097,39.36656189,39.65153122,39.90621948,40.21778107,40.48175812,41.02753067,41.29679108,41.59070969,42.21636963,42.87770844,43.50802994,43.67794037,43.87892914,44.27191162,45.21654892,45.07403946,45.32587814,45.52970123,45.76893997,46.13420105,46.65877914,46.71969,46.86365,46.99569,47.51453,47.70174,47.76575,47.86566,47.87217,47.94685,
Low & middle income,LMY,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,40.83771896,40.86116028,40.89979172,40.94810867,41.20661163,41.40512848,41.40076065,41.50605011,41.91936111,42.33123016,42.08826065,41.82849121,41.7399292,42.15885162,41.84883118,41.59347916,42.37408829,42.71820068,42.88504028,43.11832047,43.21345901,43.40372849,43.63827896,43.80884171,44.28722,44.58211899,44.82419968,45.13547897,45.55170822,45.92749023,46.04198074,46.11930847,46.27204132,46.65951157,46.66085815,46.85916138,46.96501923,47.07762909,47.24074173,47.50904846,47.33675,47.40855,47.48815,47.7935,47.88895,47.86594,47.91539,47.86564,47.88991,
Lesotho,LSO,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,58.05313873,54.73625183,55.24684906,52.97274017,,55.60208893,56.80247116,57.82115936,58.03607941,60.08644104,60.25225067,60.74642944,60.28100967,61.14419174,60.23022079,59.64706039,60.09423065,60.5999794,60.49922943,59.55477142,59.67557907,59.06401062,59.53839111,59.42232895,59.73012161,,58.9282608,58.68228149,59.76465988,57.43412018,56.76261,55.97103,56.12843,55.99421,55.73533,55.80342,55.90749,56.8352,57.31816,57.98454,58.13643,57.98702,57.79119,57.15917,57.32367,57.12187,57.26666,57.37709,,
Late-demographic dividend,LTE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,45.1569519,44.74235153,44.67425156,45.08676147,45.58879089,45.45922852,45.00986099,45.14202118,45.49016953,45.59999084,45.04244995,45.6009407,45.98020172,46.03353882,46.23799133,46.31901932,46.53628159,46.85153961,46.9899292,47.57183838,47.79573059,47.91814041,47.91884995,48.12277985,48.26239014,48.31811142,48.31473923,48.30183029,48.26940155,48.43125153,48.57361984,48.6518898,48.64513016,48.70801926,48.79058075,48.2699,48.25509,48.26506,48.32495,48.3204,48.18399,48.06615,47.93876,47.88807,
Lithuania,LTU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.66714859,,50.46669006,50.132061,49.92581177,49.37701035,49.23749924,48.91195,48.81354,48.60646,48.51725,48.79679,48.79398,48.87956,48.87418,48.90478,48.83578,48.34954,48.10325,47.72685,47.54345,47.56462,47.56878,47.49392,47.56718,,
Luxembourg,LUX,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,47.25502014,47.46255875,47.74795914,48.72225952,49.01066971,48.7285881,49.04349136,48.54090118,49.01781845,49.69974136,42.97668076,47.94018173,47.2955513,47.14442062,,48.47988892,48.56258011,49.14651108,,,,49.40673065,50.08412933,49.85737991,49.10766983,49.7598381,50.38547134,50.02867889,49.86006165,50.19396,50.39279,50.38193,50.2362,50.23858,50.40616,50.01216,49.84951,49.58703,,49.52511,49.49858,49.5445,49.29739,49.22768,49.59066,49.44567,49.15061,,
Latvia,LVA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.07646942,49.85248184,49.76324081,50.95132828,51.00582123,51.0803299,50.97819901,50.17065811,49.94654846,49.6514,49.31563,49.05761,48.81516,48.80473,48.99367,49.09222,49.61455,49.58945,49.28849,48.51908,48.03368,48.00564,47.75803,47.90591,48.25876,48.47129,48.57532,,
"Macao SAR, China",MAC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,44.87857819,50.9785614,58.24496841,54.89645004,,,,,,,,,,,,,,,,52.49594879,,52.08135986,52.59775162,,,,,,51.35440826,50.47643,50.21442,50.16065,50.22847,49.62265,49.42736,49.3221,49.22044,49.23554,49.31347,48.68662,48.28874,48.27856,48.07052,47.85986,48.03244,48.24839,48.41117,48.2975,
St. Martin (French part),MAF,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,28.2718792,29.35511971,,32.13988876,32.45249939,34.32152939,35.09500122,36.17985153,37.01940155,37.48402023,37.71939087,38.46572876,39.21485138,39.58872986,39.47901917,39.04262161,39.19387054,38.94139099,38.96160889,40.82167053,41.24777985,41.01034927,41.366539,41.48955154,41.88265991,41.96857834,42.3513298,42.87252045,43.35926819,43.67043,43.82648,44.04025,44.51699,44.82696,45.23656,45.55294,45.71359,45.59052,45.51286,45.58686,45.28152,44.97206,,,,,45.99789,46.56576,
Monaco,MCO,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,39.30113983,,,,,,33.94689941,,,,,,,,,,,,,49.47935104,48.67039871,,48.7125206,49.38832855,50.3268013,50.51974869,48.52334976,50.91918182,50.90475,48.36755,,,,,,,47.99337,48.25986,49.28309,48.66013,48.80952,48.22485,48.78444,49.19624,48.14703,48.92002,48.9784,49.76261
Moldova,MDA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.74272919,51.69142914,51.75109863,52.00914001,51.7278595,50.35475159,50.13594055,50.09236908,,49.5200119,49.84393,49.85995,49.87872,50.03264,50.25349,50.09266,50.06041,49.87569,49.82863,49.68363,49.56261,49.47582,49.30767,49.11966,49.02207,48.84764,48.5623,48.36115,48.3041,
Madagascar,MDG,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,39.79253006,40.90420914,,41.6217804,,,,,,,,,,,,,,45.65090179,48.11410904,48.5125618,,,,,,,,,,,,,,,48.95078,48.73727,48.80358,48.59534,48.51036,,48.78148,48.87268,,49.52351,49.70281,49.80853,50.21101,50.60593,
Maldives,MDV,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,36.39144135,41.36904907,,,,,,,,,,,,,,,,,,,,,,,49.99298859,50.43325043,50.18912888,50.83018112,50.6391983,51.12757111,51.25437,50.97736,52.57638,51.58675,51.9288,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,32.68838882,32.67314911,33.30979156,33.83110046,34.37271118,34.59918976,35.25043869,35.85906982,36.27999115,36.81655121,37.22666931,37.7994194,38.34011841,38.89236832,39.32136917,39.76539993,40.02254868,40.2924881,40.60739899,40.98683167,41.66508865,42.29281998,42.87678146,43.35284042,43.65087128,44.36569977,44.7641716,45.28855133,45.75003052,46.20772934,46.49195099,46.61930847,46.77545166,46.96749115,47.13885117,47.35811996,47.50669861,47.80955124,47.57756042,47.4840889,47.43446,47.41014,47.31603,47.21668,47.13528,47.12234,47.18566,47.17344,47.25132,
Mexico,MEX,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,38.48089981,40.97710037,,40.74991989,40.50299072,39.44641113,43.93463898,45.22143936,44.53207016,44.73983002,46.6999588,47.0528183,47.06361008,47.61204147,47.12839127,48.30115128,48.60866165,48.84460831,49.2492981,49.43688965,49.66025925,48.8490181,49.35781097,49.61571121,49.67995834,49.44512177,49.36444092,49.60432816,49.94828033,50.22319,50.51124,50.89446,51.45495,51.18485,51.18297,51.28009,51.31241,51.39835,51.46451,51.27854,51.11628,51.02037,50.80433,50.79245,50.99047,51.14729,51.0881,,
Marshall Islands,MHL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4616394,,,49.53565,50.52759,49.79473,48.85932,49.11529,49.13392,50.83987,50.00956,,,,,,50.3117,50.29091,,,
Middle income,MIC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,40.97821045,40.98987961,41.02399826,41.08184052,41.35166168,41.57817841,41.56740189,41.67509079,42.11040115,42.54145813,42.29259872,42.00011063,41.88554001,42.31869125,41.99111176,41.72703934,42.52330017,42.87577057,43.04267883,43.28091812,43.37377167,43.57046127,43.80588913,43.98307037,44.50654984,44.77249146,45.02487183,45.34804153,45.79558945,46.19081879,46.31032944,46.40641022,46.56726074,46.96863937,46.99417114,47.19527817,47.32266998,47.42522049,47.59165955,47.87247086,47.65458,47.69873,47.7582,48.0631,48.15605,48.11105,48.15527,48.09595,48.11523,
North Macedonia,MKD,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.34371948,48.37070084,48.31483078,48.19446182,48.22488022,48.05083084,48.02896118,47.84444,47.89694,47.98523,48.07523,48.02466,48.01944,,47.83696,47.58085,47.79166,48.10727,,48.27155,47.99263,47.88157,48.15319,,,,
Mali,MLI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,21.8053093,24.26701927,23.68214035,24.84857941,,25.76833916,,27.14789009,27.64259911,27.82852936,28.74587059,27.92440033,27.59285927,28.39739037,,,29.85195923,28.95936966,32.62334824,32.8727684,33.48730087,30.91749001,33.05863953,32.57080078,32.50820923,33.55173874,32.60665894,33.20415115,34.18281937,35.19177,,,34.63753,36.65484,37.47824,37.45621,39.06947,38.64026,39.03197,40.17184,40.56993,,43.33405,41.99081,43.61438,42.03535,44.06245,44.48754,
Malta,MLT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,47.83909988,44.88396072,46.38872147,45.38228989,45.70518875,46.05818939,45.29964828,45.12984085,44.42898178,45.4992218,44.93156815,45.13108826,45.70935822,45.55751038,47.79383087,47.85628891,47.81032181,47.67409897,46.91162109,46.77576065,46.69371033,46.44041824,46.42536926,45.85037994,46.86294937,48.86143112,48.00146866,48.03541946,46.81726837,48.01519,47.35328,48.14549,48.42068,47.08244,47.53919,48.06052,47.50513,47.79213,,45.84937,48.78828,49.2823,49.39495,49.55673,50.1359,49.64901,,,
Myanmar,MMR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,39.07419968,39.25241852,,,,44.20431137,44.18383026,44.78290939,,,,,,,,46.64688873,46.87458038,47.31148148,47.7531395,48.2935791,49.1579895,49.75093079,49.86473083,49.78796005,,,,,49.55986023,51.19282,48.4166,48.09025,48.1451,47.96578,49.12865,49.33055,49.92752,,50.33322,51.12081,,,,50.43857,,52.08868,52.03779,,
Middle East & North Africa (excluding high income),MNA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,31.2527504,31.25992966,32.11458969,32.74435043,33.34281158,33.64374161,34.40235901,35.1129303,35.62757874,36.22002029,36.63666153,37.25807953,37.82971954,38.41648102,38.85686874,39.31703949,39.58547974,39.85686874,40.17269897,40.55080032,41.29656982,41.96070862,42.59062958,43.09170914,43.41201019,44.18434906,44.60559845,45.16339874,45.64868927,46.13325119,46.41196823,46.52341843,46.66999817,46.8608017,47.01168823,47.21754074,47.42340088,47.80559921,47.56446075,47.49763107,47.49114,47.51951,47.44527,47.39571,47.49039,47.46732,47.52989,47.53524,47.61761,
Montenegro,MNE,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.66934,48.77556,49.06311,48.98267,48.73454,51.83765,48.66075,48.63902,48.33707,48.49793,,,48.25466,48.24052,48.08337,,
Mongolia,MNG,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,51.57675934,51.75233841,51.82741165,,,52.33282852,51.85084152,,,52.62953186,,,,,,,,52.655159,,55.62303925,56.69924927,57.24531937,56.85248184,57.3446312,56.78593826,55.45170975,54.74213,54.386,53.91065,53.08114,52.51131,52.37805,52.13051,,,51.33506,51.28396,,,,,,,,,
Northern Mariana Islands,MNP,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,39.99634171,,,,31.94659042,28.86038017,27.8453598,27.30969048,27.35510063,28.37857056,30.28842926,,31.20589066,32.81687927,33.0887413,,,36.49213028,36.66530991,38.43796158,39.01261902,38.4190712,39.08013916,,,,38.52172089,38.40804,38.7968,39.60317,,41.09593,40.84681,41.77796,42.18941,42.84005,44.08045,45.00448,46.44285,47.16092,47.47927,47.61598,47.9285,,47.51968,,
